stageDisplayName,matchDayDisplayName,homeTeamDisplayName,awayTeamDisplayName,matchDate,matchTime,venueDisplayName,status,homeScore,awayScore,attendance,referee,extraTime,penaltyShootout
Clausura 2026 Regular Season,Jornada 2,UNAM,América,2026-01-17,,Estadio Olímpico Universitario,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 3,América,UANL,2026-01-24,,Estadio Ciudad de los Deportes,Completed,1,4,,,,
Clausura 2026 Regular Season,Jornada 3,Atlas,Tijuana,2026-01-24,,Estadio Jalisco,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 3,Atlético San Luis,Santos Laguna,2026-01-24,,Estadio Alfonso Lastras,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 3,Guadalajara,Puebla,2026-01-24,,Estadio Akron,Completed,5,0,,,,
Clausura 2026 Regular Season,Jornada 3,León,Necaxa,2026-01-24,,Estadio León,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 3,Mazatlán,Monterrey,2026-01-24,,Estadio El Encanto,Completed,1,5,,,,
Clausura 2026 Regular Season,Jornada 3,Pachuca,Juárez,2026-01-24,,Estadio Hidalgo,Completed,2,0,,,,
Clausura 2026 Regular Season,Jornada 3,Querétaro,Cruz Azul,2026-01-24,,Estadio Corregidora,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 3,UNAM,Toluca,2026-01-24,,Estadio Olímpico Universitario,Completed,2,3,,,,
Clausura 2026 Regular Season,Jornada 4,América,Toluca,2026-01-31,,Estadio Ciudad de los Deportes,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 4,Atlas,Querétaro,2026-01-31,,Estadio Jalisco,Completed,0,0,,,,
Clausura 2026 Regular Season,Jornada 4,Atlético San Luis,Puebla,2026-01-31,,Estadio Alfonso Lastras,Completed,0,1,,,,
Clausura 2026 Regular Season,Jornada 4,Cruz Azul,Pachuca,2026-01-31,,Estadio Cuauhtémoc,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 4,Juárez,Monterrey,2026-01-31,,Estadio Olímpico Benito Juárez,Completed,2,2,,,,
Clausura 2026 Regular Season,Jornada 4,Mazatlán,León,2026-01-31,,Estadio El Encanto,Completed,4,2,,,,
Clausura 2026 Regular Season,Jornada 4,Necaxa,Guadalajara,2026-01-31,,Estadio Victoria,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 4,Tijuana,UANL,2026-01-31,,Estadio Caliente,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 4,UNAM,Santos Laguna,2026-01-31,,Estadio Olímpico Universitario,Completed,4,0,,,,
Clausura 2026 Regular Season,Jornada 5,León,Juárez,2026-02-07,,Estadio León,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 5,Mazatlán,Guadalajara,2026-02-07,,Estadio El Encanto,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 5,Monterrey,Cruz Azul,2026-02-07,,Estadio BBVA,Completed,0,2,,,,
Clausura 2026 Regular Season,Jornada 5,Necaxa,Atlético San Luis,2026-02-07,,Estadio Victoria,Completed,4,1,,,,
Clausura 2026 Regular Season,Jornada 5,Pachuca,Atlas,2026-02-07,,Estadio Hidalgo,Completed,3,1,,,,
Clausura 2026 Regular Season,Jornada 5,Puebla,UNAM,2026-02-07,,Estadio Cuauhtémoc,Completed,2,3,,,,
Clausura 2026 Regular Season,Jornada 5,Tijuana,América,2026-02-07,,Estadio Caliente,Completed,0,0,,,,
Clausura 2026 Regular Season,Jornada 5,Toluca,Santos Laguna,2026-02-07,,Estadio Nemesio Díez,Completed,3,1,,,,
Clausura 2026 Regular Season,Jornada 5,UANL,Querétaro,2026-02-07,,Estadio Universitario,Completed,0,0,,,,
Clausura 2026 Regular Season,Jornada 6,Atlas,Monterrey,2026-02-14,,Estadio Jalisco,Completed,0,0,,,,
Clausura 2026 Regular Season,Jornada 6,Atlético San Luis,Mazatlán,2026-02-14,,Estadio Alfonso Lastras,Completed,4,1,,,,
Clausura 2026 Regular Season,Jornada 6,Juárez,Guadalajara,2026-02-14,,Estadio Olímpico Benito Juárez,Completed,0,1,,,,
Clausura 2026 Regular Season,Jornada 6,León,Cruz Azul,2026-02-14,,Estadio León,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 6,Necaxa,UNAM,2026-02-14,,Estadio Victoria,Completed,0,1,,,,
Clausura 2026 Regular Season,Jornada 6,Puebla,Toluca,2026-02-14,,Estadio Cuauhtémoc,Completed,0,0,,,,
Clausura 2026 Regular Season,Jornada 6,Querétaro,Tijuana,2026-02-14,,Estadio Corregidora,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 6,Santos Laguna,América,2026-02-14,,Estadio Corona,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 6,UANL,Pachuca,2026-02-14,,Estadio Universitario,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 7,Cruz Azul,Guadalajara,2026-02-21,,Estadio Cuauhtémoc,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 7,Juárez,Atlético San Luis,2026-02-21,,Estadio Olímpico Benito Juárez,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 7,León,Atlas,2026-02-21,,Estadio León,Completed,2,0,,,,
Clausura 2026 Regular Season,Jornada 7,Necaxa,Toluca,2026-02-21,,Estadio Victoria,Completed,0,3,,,,
Clausura 2026 Regular Season,Jornada 7,Querétaro,América,2026-02-21,,Estadio Corregidora,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 7,Santos Laguna,Puebla,2026-02-21,,Estadio Corona,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 7,Tijuana,Pachuca,2026-02-21,,Estadio Caliente,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 7,UANL,Monterrey,2026-02-21,,Estadio Universitario,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 7,UNAM,Mazatlán,2026-02-21,,Estadio Olímpico Universitario,Completed,3,1,,,,
Clausura 2026 Regular Season,Jornada 8,Atlas,Guadalajara,2026-02-28,,Estadio Jalisco,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 8,Cruz Azul,Atlético San Luis,2026-02-28,,Estadio Cuauhtémoc,Completed,3,0,,,,
Clausura 2026 Regular Season,Jornada 8,León,UANL,2026-02-28,,Estadio León,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 8,Mazatlán,Toluca,2026-02-28,,Estadio El Encanto,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 8,Monterrey,Tijuana,2026-02-28,,Estadio BBVA,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 8,Puebla,América,2026-02-28,,Estadio Cuauhtémoc,Completed,0,4,,,,
Clausura 2026 Regular Season,Jornada 8,Querétaro,Pachuca,2026-02-28,,Estadio Corregidora,Completed,0,0,,,,
Clausura 2026 Regular Season,Jornada 8,Santos Laguna,Necaxa,2026-02-28,,Estadio Corona,Completed,1,3,,,,
Clausura 2026 Regular Season,Jornada 8,UNAM,Juárez,2026-02-28,,Estadio Olímpico Universitario,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 9,Atlas,Atlético San Luis,2026-03-07,,Estadio Jalisco,Completed,3,2,,,,
Clausura 2026 Regular Season,Jornada 9,León,Tijuana,2026-03-07,,Estadio León,Completed,0,3,,,,
Clausura 2026 Regular Season,Jornada 9,Monterrey,Querétaro,2026-03-07,,Estadio BBVA,Completed,4,0,,,,
Clausura 2026 Regular Season,Jornada 9,Pachuca,América,2026-03-07,,Estadio Hidalgo,Completed,0,0,,,,
Clausura 2026 Regular Season,Jornada 9,Puebla,Necaxa,2026-03-07,,Estadio Cuauhtémoc,Completed,0,0,,,,
Clausura 2026 Regular Season,Jornada 9,Santos Laguna,Mazatlán,2026-03-07,,Estadio Corona,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 9,Toluca,Juárez,2026-03-07,,Estadio Nemesio Díez,Completed,3,1,,,,
Clausura 2026 Regular Season,Jornada 9,UANL,Guadalajara,2026-03-07,,Estadio Universitario,Completed,4,1,,,,
Clausura 2026 Regular Season,Jornada 9,UNAM,Cruz Azul,2026-03-07,,Estadio Olímpico Universitario,Completed,2,2,,,,
Clausura 2026 Regular Season,Jornada 10,América,Necaxa,2026-03-14,,Estadio Ciudad de los Deportes,Completed,2,0,,,,
Clausura 2026 Regular Season,Jornada 10,Atlas,UNAM,2026-03-14,,Estadio Jalisco,Completed,2,2,,,,
Clausura 2026 Regular Season,Jornada 10,Atlético San Luis,UANL,2026-03-14,,Estadio Alfonso Lastras,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 10,Guadalajara,Tijuana,2026-03-14,,Estadio Akron,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 10,Monterrey,Pachuca,2026-03-14,,Estadio BBVA,Completed,1,3,,,,
Clausura 2026 Regular Season,Jornada 10,Puebla,Mazatlán,2026-03-14,,Estadio Cuauhtémoc,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 10,Querétaro,León,2026-03-14,,Estadio Corregidora,Completed,2,0,,,,
Clausura 2026 Regular Season,Jornada 10,Santos Laguna,Juárez,2026-03-14,,Estadio Corona,Completed,2,2,,,,
Clausura 2026 Regular Season,Jornada 10,Toluca,Cruz Azul,2026-03-14,,Estadio Nemesio Díez,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 11,América,Monterrey,2026-03-21,,Estadio Ciudad de los Deportes,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 11,Guadalajara,Querétaro,2026-03-21,,Estadio Akron,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 11,Necaxa,Mazatlán,2026-03-21,,Estadio Victoria,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 11,Pachuca,León,2026-03-21,,Estadio Hidalgo,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 11,Puebla,Juárez,2026-03-21,,Estadio Cuauhtémoc,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 11,Santos Laguna,Cruz Azul,2026-03-21,,Estadio Corona,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 11,Tijuana,Atlético San Luis,2026-03-21,,Estadio Caliente,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 11,Toluca,Atlas,2026-03-21,,Estadio Nemesio Díez,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 11,UANL,UNAM,2026-03-21,,Estadio Universitario,Completed,0,1,,,,
Clausura 2026 Regular Season,Jornada 12,América,Mazatlán,2026-03-28,,Estadio Ciudad de los Deportes,Completed,2,0,,,,
Clausura 2026 Regular Season,Jornada 12,Atlético San Luis,Querétaro,2026-03-28,,Estadio Alfonso Lastras,Completed,3,0,,,,
Clausura 2026 Regular Season,Jornada 12,Cruz Azul,Puebla,2026-03-28,,Estadio Cuauhtémoc,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 12,Guadalajara,Pachuca,2026-03-28,,Estadio Akron,Completed,2,0,,,,
Clausura 2026 Regular Season,Jornada 12,Juárez,Necaxa,2026-03-28,,Estadio Olímpico Benito Juárez,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 12,Monterrey,León,2026-03-28,,Estadio BBVA,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 12,Santos Laguna,Atlas,2026-03-28,,Estadio Corona,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 12,Tijuana,UNAM,2026-03-28,,Estadio Caliente,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 12,UANL,Toluca,2026-03-28,,Estadio Universitario,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 13,Atlas,Puebla,2026-04-04,,Estadio Jalisco,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 13,Atlético San Luis,Pachuca,2026-04-04,,Estadio Alfonso Lastras,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 13,Cruz Azul,Necaxa,2026-04-04,,Estadio Cuauhtémoc,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 13,León,América,2026-04-04,,Estadio León,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 13,Mazatlán,Juárez,2026-04-04,,Estadio El Encanto,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 13,Monterrey,Guadalajara,2026-04-04,,Estadio BBVA,Completed,2,3,,,,
Clausura 2026 Regular Season,Jornada 13,Toluca,Tijuana,2026-04-04,,Estadio Nemesio Díez,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 13,UANL,Santos Laguna,2026-04-04,,Estadio Universitario,Completed,5,1,,,,
Clausura 2026 Regular Season,Jornada 13,UNAM,Querétaro,2026-04-04,,Estadio Olímpico Universitario,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 14,América,Juárez,2026-04-11,,Estadio Ciudad de los Deportes,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 14,Guadalajara,León,2026-04-11,,Estadio Akron,Completed,5,0,,,,
Clausura 2026 Regular Season,Jornada 14,Mazatlán,Cruz Azul,2026-04-11,,Estadio El Encanto,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 14,Monterrey,Atlético San Luis,2026-04-11,,Estadio BBVA,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 14,Necaxa,Atlas,2026-04-11,,Estadio Victoria,Completed,0,1,,,,
Clausura 2026 Regular Season,Jornada 14,Pachuca,UNAM,2026-04-11,,Estadio Hidalgo,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 14,Puebla,UANL,2026-04-11,,Estadio Cuauhtémoc,Completed,3,1,,,,
Clausura 2026 Regular Season,Jornada 14,Querétaro,Toluca,2026-04-11,,Estadio Corregidora,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 14,Tijuana,Santos Laguna,2026-04-11,,Estadio Caliente,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 15,Atlas,Mazatlán,2026-04-18,,Estadio Jalisco,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 15,Atlético San Luis,León,2026-04-18,,Estadio Alfonso Lastras,Completed,1,2,,,,
Clausura 2026 Regular Season,Jornada 15,Guadalajara,América,2026-04-18,,Estadio Akron,Completed,1,0,,,,
Clausura 2026 Regular Season,Jornada 15,Juárez,Cruz Azul,2026-04-18,,Estadio Olímpico Benito Juárez,Completed,3,4,,,,
Clausura 2026 Regular Season,Jornada 15,Necaxa,UANL,2026-04-18,,Estadio Victoria,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 15,Pachuca,Toluca,2026-04-18,,Estadio Hidalgo,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 15,Querétaro,Santos Laguna,2026-04-18,,Estadio Corregidora,Completed,2,2,,,,
Clausura 2026 Regular Season,Jornada 15,Tijuana,Puebla,2026-04-18,,Estadio Caliente,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 15,UNAM,Monterrey,2026-04-18,,Estadio Olímpico Universitario,Completed,2,0,,,,
Clausura 2026 Regular Season,Jornada 16,América,Cruz Azul,2026-04-22,,Estadio Ciudad de los Deportes,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 16,Atlético San Luis,Guadalajara,2026-04-22,,Estadio Alfonso Lastras,Completed,2,3,,,,
Clausura 2026 Regular Season,Jornada 16,Juárez,Atlas,2026-04-22,,Estadio Olímpico Benito Juárez,Completed,3,1,,,,
Clausura 2026 Regular Season,Jornada 16,Monterrey,Toluca,2026-04-22,,Estadio BBVA,Completed,0,1,,,,
Clausura 2026 Regular Season,Jornada 16,Necaxa,Tijuana,2026-04-22,,Estadio Victoria,Completed,3,0,,,,
Clausura 2026 Regular Season,Jornada 16,Pachuca,Santos Laguna,2026-04-22,,Estadio Hidalgo,Completed,4,2,,,,
Clausura 2026 Regular Season,Jornada 16,Puebla,Querétaro,2026-04-22,,Estadio Cuauhtémoc,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 16,UANL,Mazatlán,2026-04-22,,Estadio Universitario,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 16,UNAM,León,2026-04-22,,Estadio Olímpico Universitario,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 17,América,Atlético San Luis,2026-04-25,,Estadio Ciudad de los Deportes,Completed,0,2,,,,
Clausura 2026 Regular Season,Jornada 17,Cruz Azul,Atlas,2026-04-25,,Estadio Cuauhtémoc,Completed,2,0,,,,
Clausura 2026 Regular Season,Jornada 17,Guadalajara,UNAM,2026-04-25,,Estadio Akron,Completed,2,2,,,,
Clausura 2026 Regular Season,Jornada 17,Juárez,UANL,2026-04-25,,Estadio Olímpico Benito Juárez,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 17,Pachuca,Puebla,2026-04-25,,Estadio Hidalgo,Completed,2,1,,,,
Clausura 2026 Regular Season,Jornada 17,Querétaro,Necaxa,2026-04-25,,Estadio Corregidora,Completed,3,1,,,,
Clausura 2026 Regular Season,Jornada 17,Santos Laguna,Monterrey,2026-04-25,,Estadio Corona,Scheduled,,,,,,
Clausura 2026 Regular Season,Jornada 17,Tijuana,Mazatlán,2026-04-25,,Estadio Caliente,Completed,1,1,,,,
Clausura 2026 Regular Season,Jornada 17,Toluca,León,2026-04-25,,Estadio Nemesio Díez,Scheduled,,,,,,
Apertura 2025 Play-In,,Tijuana,Juárez,2025-11-13,,Estadio Caliente,Completed,3,1,,,,
Apertura 2025 Play-In,,Pachuca,UNAM,2025-11-13,,Estadio Hidalgo,Completed,3,1,,,,
Apertura 2025 Play-In,,Juárez,Pachuca,2025-11-16,,Estadio Olímpico Benito Juárez,Completed,2,1,,,,
Apertura 2025 Quarterfinals,,Juárez,Toluca,2025-11-20,,Estadio Olímpico Benito Juárez,Completed,1,2,,,,
Apertura 2025 Quarterfinals,,Toluca,Juárez,2025-11-23,,Estadio Nemesio Díez,Completed,0,0,,,,
Apertura 2025 Quarterfinals,,Tijuana,UANL,2025-11-20,,Estadio Caliente,Completed,3,0,,,,
Apertura 2025 Quarterfinals,,UANL,Tijuana,2025-11-23,,Estadio Universitario,Completed,5,0,,,,
Apertura 2025 Quarterfinals,,Guadalajara,Cruz Azul,2025-11-21,,Estadio Akron,Completed,0,0,,,,
Apertura 2025 Quarterfinals,,Cruz Azul,Guadalajara,2025-11-22,,Estadio Cuauhtémoc,Completed,3,2,,,,
Apertura 2025 Quarterfinals,,Monterrey,América,2025-11-21,,Estadio BBVA,Completed,2,0,,,,
Apertura 2025 Quarterfinals,,América,Monterrey,2025-11-23,,Estadio Ciudad de los Deportes,Completed,2,1,,,,
Apertura 2025 Semifinals,,Monterrey,Toluca,2025-11-27,,Estadio BBVA,Completed,1,0,,,,
Apertura 2025 Semifinals,,Toluca,Monterrey,2025-12-01,,Estadio Nemesio Díez,Completed,3,2,,,,
Apertura 2025 Semifinals,,Cruz Azul,UANL,2025-11-27,,Estadio Cuauhtémoc,Completed,1,1,,,,
Apertura 2025 Semifinals,,UANL,Cruz Azul,2025-12-01,,Estadio Universitario,Completed,1,1,,,,
Apertura 2025 Final,,UANL,Toluca,2025-12-11,20:00,Estadio Universitario,Completed,1,0,,Marco Antonio Ortiz,false,false
Apertura 2025 Final,,Toluca,UANL,2025-12-14,19:00,Estadio Nemesio Díez,Completed,2,1,,César Arturo Ramos,true,true
Apertura 2025 Femenil Quarterfinals,,Juárez,UANL,2025-11-06,17:30,Estadio Olímpico Benito Juárez,Completed,0,1,,Alfredo Huerta López,,
Apertura 2025 Femenil Quarterfinals,,UANL,Juárez,2025-11-09,17:00,Estadio Universitario,Completed,0,0,,Figo Rodolfo López,,
Apertura 2025 Femenil Quarterfinals,,Cruz Azul,Pachuca,2025-11-05,18:00,Estadio Olímpico Universitario,Completed,1,2,,Cesia Deysire Campos,,
Apertura 2025 Femenil Quarterfinals,,Pachuca,Cruz Azul,2025-11-08,21:00,Estadio Hidalgo,Completed,0,5,,Erika Monserrat González,,
Apertura 2025 Femenil Quarterfinals,,Monterrey,América,2025-11-06,19:15,Estadio BBVA,Completed,1,1,,Priscila Eritzel Pérez,,
Apertura 2025 Femenil Quarterfinals,,América,Monterrey,2025-11-09,19:15,Estadio Ciudad de los Deportes,Completed,5,0,,Ximena Márquez Ruíz,,
Apertura 2025 Femenil Quarterfinals,,Guadalajara,Toluca,2025-11-06,21:00,Estadio Akron,Completed,2,2,,Francia María González,,
Apertura 2025 Femenil Quarterfinals,,Toluca,Guadalajara,2025-11-09,21:15,Estadio Nemesio Díez,Completed,0,2,,Montserrat Pérez Comellas,,
Apertura 2025 Femenil Semifinals,,Cruz Azul,UANL,2025-11-13,18:00,Estadio Olímpico Universitario,Completed,1,1,,Ximena Márquez Ruíz,,
Apertura 2025 Femenil Semifinals,,UANL,Cruz Azul,2025-11-16,17:00,Estadio Universitario,Completed,2,1,,Priscila Eritzel Pérez,,
Apertura 2025 Femenil Semifinals,,Guadalajara,América,2025-11-13,20:07,Estadio Akron,Completed,0,2,,Erika Monserrat González,,
Apertura 2025 Femenil Semifinals,,América,Guadalajara,2025-11-16,19:00,Estadio Ciudad de los Deportes,Completed,2,0,,Francia María González,,
Apertura 2025 Femenil Final,,América,UANL,2025-11-20,20:00,Estadio Ciudad de los Deportes,Completed,3,3,,Erika Monserrat González,,
Apertura 2025 Femenil Final,,UANL,América,2025-11-23,17:00,Estadio Universitario,Completed,1,0,,Francia María González,,
